"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029"
"IMF.FAD:FM(2.0.0)","GUY.GGR_G01_GDP_PT.A","OBS_VALUE","Guyana","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","","16.99115831","17.150055","20.60528243","20.31189855","20.69132828","18.69037425","20.78139274","21.83415558","22.83667645","22.12378272","21.36383887","22.86306924","22.04312368","21.37952046","18.73496202","19.24703662","19.22168674","20.9912214","21.97010923","23.16884742","25.03516199","25.60957178","22.76265063","18.72677751","15.3707044","17.74193163","17.28150126","15.96749628","14.21928278","14.72587796","15.34604185","15.79823606"
"IMF.FAD:FM(2.0.0)","GUY.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Guyana","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","-2.669595173","-0.469013243","-2.273284215","-3.707531666","-2.419074747","-4.810227432","-2.879763768","-6.539737828","-6.162604353","-3.352963779","-2.775227521","-2.499213169","-1.879462026","-2.134031976","-3.111140107","-2.162880166","-3.876291655","-0.748888344","-3.212492523","-3.135258345","-2.519039715","-2.51689662","-7.781794215","-7.282441256","-5.178215999","-5.739487901","-8.731147094","-3.006507816","-2.21386989","-1.22904709","-0.16647861","-0.139947587"
"IMF.FAD:FM(2.0.0)","GUY.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Guyana","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","1.172631238","3.100992144","2.123080342","0.436549833","1.240871512","-2.120149569","-0.52760984","-4.413963658","-4.30079609","-1.97646457","-1.484192353","-1.500640214","-0.797125531","-1.15007714","-2.480379308","-1.616193982","-3.307160359","-0.157548233","-2.615064004","-2.463289495","-1.914413491","-1.967638685","-7.262667787","-6.786918339","-4.882500466","-5.392355816","-8.365419529","-2.415843381","-1.549484283","-0.509731461","0.512197641","0.536249602"
"IMF.FAD:FM(2.0.0)","GUY.GGXWDN_G01_GDP_PT.A","OBS_VALUE","Guyana","Net debt, Percent of GDP","Annual","Units","","","","","","","","95.03142285","83.29541894","81.87985117","89.56341067","90.26745529","81.30965129","81.50308039","79.44181815","61.64824688","35.59351095","36.43597962","37.95616619","38.73137395","40.13629994","35.02270165","32.76815245","33.41155097","38.20895224","39.98132358","39.53565795","42.26916389","40.75705426","48.21875674","38.49662821","23.63712932","24.91649856","30.69985663","30.25863026","27.6748302","27.86698778","27.52430985","27.15098215"
"IMF.FAD:FM(2.0.0)","GUY.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Guyana","Gross debt, Percent of GDP","Annual","Units","","","","","","","","108.0367651","97.10419995","97.23036567","104.6462078","105.0783406","95.61711037","91.77002339","90.74093637","74.49823783","46.99265067","47.59764008","51.69145751","52.52018859","51.18882652","44.29723385","41.05414929","38.28419374","41.8253572","43.84413655","42.89350684","47.03291005","43.56193143","51.08197875","43.20998659","25.10563735","27.03763313","31.1527877","30.6636301","28.01735215","28.19792609","27.84325018","27.45776175"
"IMF.FAD:FM(2.0.0)","GUY.G_X_G01_GDP_PT.A","OBS_VALUE","Guyana","Expenditure, Percent of GDP","Annual","Units","","","","","","","","19.66075348","17.61906825","22.87856664","24.01943022","23.11040303","23.50060168","23.66115651","28.37389341","28.9992808","25.4767465","24.13906639","25.36228241","23.92258571","23.51355243","21.84610213","21.40991679","23.09797839","21.74010974","25.18260175","26.30410577","27.55420171","28.1264684","30.54444484","26.00921876","20.5489204","23.48141953","26.01264835","18.9740041","16.43315267","15.95492505","15.51252046","15.93818364"
"IMF.FAD:FM(2.0.0)","HKG.GGCBP_G01_PGDP_PT.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Cyclically adjusted primary balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","","","","","","1.391700383","4.497362001","-3.222147711","1.288450598","2.521715023","1.49645629","1.426549","-0.670240349","3.594164046","0.67295476","3.884001999","4.677689765","0.935557636","-1.284006034","-7.256084163","-1.696359625","-7.692526921","-6.60583818","-5.756306971","-2.916437837","-1.301023213","0.226000512","1.76406581","1.603854543"
"IMF.FAD:FM(2.0.0)","HKG.GGCB_G01_PGDP_PT.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Cyclically adjusted balance, Percent of potential GDP","Annual","Units","3.64190739","2.916819093","1.941534311","0.503160581","-0.307862743","1.575646435","4.903220481","-0.631191661","1.587364558","-1.383530533","-4.878705919","-4.156724427","-1.971402653","-0.142453117","0.663711455","3.301891378","6.164773129","-0.440785525","3.161162872","4.347314472","3.391761687","3.236444492","1.01288669","3.58933645","0.677317527","4.693101593","5.466037557","2.328853588","0.337328488","-5.481658824","0.975799755","-4.604838086","-4.372834404","-3.377552411","-1.634220644","-0.637214861","0.810548119","2.170435706","1.956905455"
"IMF.FAD:FM(2.0.0)","HKG.GGR_G01_GDP_PT.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Revenue, General government, Percent of GDP","Annual","Units","15.93660162","16.17004314","17.30362816","16.38878711","15.79064567","16.39040207","20.45294731","16.74707499","17.83891685","16.86944823","13.40669565","13.73342174","16.38874735","17.90513062","17.17053331","18.83986154","21.26752137","18.87729266","18.81776482","20.72918515","22.39509719","21.43690285","21.04283726","20.84492186","18.62969624","22.63860234","22.85333765","20.74241387","20.3675491","20.67732734","23.71715522","21.64889263","18.17957762","19.6326312","20.67955743","21.46090239","21.73860597","22.18467962","22.18467962"
"IMF.FAD:FM(2.0.0)","HKG.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","3.127492593","2.626541994","1.990420657","1.015467899","-0.273013267","2.019940335","6.317533066","-1.800939754","0.761944664","-0.587168782","-4.83634516","-4.77316517","-3.171906962","-0.30353307","0.97056607","4.000085936","7.3361074","0.247467858","1.738341222","4.13619649","3.769975043","3.14295496","1.00755866","3.592048421","0.595044884","4.38740614","5.492638274","2.349923869","-0.582612265","-9.2293358","0.00811","-6.553359091","-5.681365915","-4.461069282","-2.464854074","-1.31638883","0.372029003","1.954960929","1.954960929"
"IMF.FAD:FM(2.0.0)","HKG.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","2.129762812","5.727095522","-2.48479239","-0.210845034","2.299467904","1.893817286","1.328629091","-0.675802116","3.596875691","0.590673058","3.571771982","4.704889891","0.957421718","-2.245849091","-11.14349474","-2.726435785","-9.772213834","-7.9813735","-6.89217883","-3.76819328","-1.988311464","-0.21723586","1.546854902","1.601751749"
"IMF.FAD:FM(2.0.0)","HKG.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross debt, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","1.709156717","1.417328317","1.190410331","0.991123472","0.662122022","0.618343542","0.573406182","0.543192511","0.517455091","0.0653","0.0621","0.059250462","0.0553","0.0519","0.267258076","0.997384127","1.937962873","4.28221941","6.457392445","8.954576401","11.16136096","12.86505589","13.0183417","14.47012321","16.08878923"
"IMF.FAD:FM(2.0.0)","HKG.G_X_G01_GDP_PT.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Expenditure, Percent of GDP","Annual","Units","12.80910903","13.54350114","15.3132075","15.37331921","16.06365894","14.37046174","14.13541425","18.54801474","17.07697219","17.45661701","18.24304081","18.50658691","19.56065431","18.20866369","16.19996724","14.83977561","13.93141397","18.6298248","17.07942359","16.59298866","18.62512215","18.29394789","20.0352786","17.25287344","18.03465136","18.2511962","17.36069937","18.39249","20.95016137","29.90666314","23.70904176","28.20225172","23.86094354","24.09370048","23.14441151","22.77729122","21.36657696","20.22971869","20.22971869"
"IMF.FAD:FM(2.0.0)","HND.GGR_G01_GDP_PT.A","OBS_VALUE","Honduras","Revenue, General government, Percent of GDP","Annual","Units","16.80460005","19.06086647","18.67195462","18.25388225","16.96832074","18.79263373","19.47319718","22.31249774","24.7017775","23.60694779","21.94691361","21.79335588","21.3478446","23.06856261","23.57693497","23.03827992","24.1949921","26.14236796","23.48679034","23.09194159","22.96920895","22.87297188","23.84580826","24.7410013","25.24078694","26.98519821","26.45014746","26.35333916","25.81276539","23.35171484","25.28475854","25.46999447","24.72443592","25.2945792","25.61198792","25.68542252","25.74883519","25.66743778","25.72994622"
"IMF.FAD:FM(2.0.0)","HND.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Honduras","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","-1.94562009","-1.409156446","-5.03320174","-0.98257859","-0.244308963","0.126739629","0.0801","2.893287968","1.3812497","1.508103363","-3.118870878","-5.015399323","-5.093454515","-2.475410019","-0.0327","-1.355423713","-0.253748057","-0.266666666","-4.8648519","-3.371280219","-2.942645813","-3.483095592","-5.729798638","-2.89690526","-0.781103247","-0.397364584","-0.407754384","0.197209917","0.0884","-4.493051774","-3.138849713","1.649514057","-1.230332999","-1.725765683","-1.601992073","-1.431858393","-1.073521931","-1.17055397","-1.139701333"
"IMF.FAD:FM(2.0.0)","HND.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Honduras","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","1.809212675","2.59963304","-1.445800168","1.623053036","2.18737998","2.514789038","2.563087338","5.288071389","3.783938924","3.46711859","-1.534454722","-4.951576026","-4.913336921","-2.617494834","-0.320459752","-1.850819503","-0.943483631","-1.317985515","-5.764041886","-4.062508595","-3.196032091","-3.595977175","-5.566025762","-2.630411617","0.0201","0.219305105","0.2048378","0.803514969","0.837492314","-3.597259485","-2.118073343","2.646167432","0.727847232","-0.42660423","-0.344466998","-0.154016434","0.0681","0.0446","0.0679"
"IMF.FAD:FM(2.0.0)","HND.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Honduras","Gross debt, Percent of GDP","Annual","Units","122.210465","116.509224","107.9737071","86.42949085","65.37848548","64.64280115","70.84129155","67.42112812","75.75827796","65.75752262","63.4172795","64.24795429","67.75691111","60.90569721","55.60586261","39.20178061","24.02186352","22.32349051","23.67773274","21.69683242","24.64714126","27.08595481","37.3172022","35.22695179","38.31932852","39.42263146","41.28547768","42.40756061","42.92657433","52.39908339","50.19987469","49.15350732","44.49587696","44.56604205","44.46895352","44.04412722","43.57237166","43.07797938","39.59138933"
"IMF.FAD:FM(2.0.0)","HND.G_X_G01_GDP_PT.A","OBS_VALUE","Honduras","Expenditure, Percent of GDP","Annual","Units","18.75022014","20.47002291","23.70515636","19.23646084","17.2126297","18.6658941","19.39309113","19.41920977","23.3205278","22.09884442","25.06578448","26.8087552","26.44129911","25.54397263","23.60958723","24.39370363","24.44874016","26.40903463","28.35164224","26.46322181","25.91185476","26.35606747","29.5756069","27.63790656","26.02189018","27.38256279","26.85790184","26.15612924","25.72437445","27.84476661","28.42360825","23.82048041","25.95476892","27.02034489","27.21397999","27.11728091","26.82235713","26.83799175","26.86964755"
"IMF.FAD:FM(2.0.0)","HRV.GGCBP_G01_PGDP_PT.A","OBS_VALUE","Croatia, Republic of","Cyclically adjusted primary balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","-2.961261316","-4.321977304","-5.629579969","-7.327656317","-3.71329135","-8.265198116","-6.699283407","-4.509620587","-5.970417758","-4.951308891","-6.22407253","-3.561826176","-3.799559003","-2.125836387","-0.00307","1.98838799","3.2903877","2.252745998","4.14509306","-3.690098535","-2.057187097","0.457587462","0.810301154","-0.675187746","-0.193802615","0.200094998","0.331770279","0.398493961","0.312762877"
"IMF.FAD:FM(2.0.0)","HRV.GGCB_G01_PGDP_PT.A","OBS_VALUE","Croatia, Republic of","Cyclically adjusted balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","-4.97412124","-5.730834325","-7.017002637","-8.802499092","-5.206208141","-9.819392215","-8.182266971","-6.112413774","-7.850299784","-7.00488218","-8.641982589","-6.343464247","-6.616426889","-5.062541354","-3.11926568","-0.83107224","0.888619693","0.199833284","2.118724109","-5.407420805","-3.489865385","-0.785370195","-0.462555827","-1.949103042","-1.540738407","-1.177849801","-1.027121899","-0.960437496","-1.04712479"
"IMF.FAD:FM(2.0.0)","HRV.GGR_G01_GDP_PT.A","OBS_VALUE","Croatia, Republic of","Revenue, General government, Percent of GDP","Annual","Units","","","33.33713022","44.6190624","46.11921439","47.74253238","46.79356896","50.51701845","47.88840182","45.42824944","45.73048544","43.74337409","44.21591274","42.40043985","42.65148794","42.00977166","43.49051591","43.26435992","41.68010783","41.24749262","40.78544486","41.66192514","42.42839603","43.6448096","44.14665009","44.94962057","44.94317495","45.25470611","46.38559044","46.71465011","46.05317674","45.02235491","46.41986885","45.68216161","46.10213982","45.46510982","43.35057482","43.43391119","43.58322146"
"IMF.FAD:FM(2.0.0)","HRV.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Croatia, Republic of","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","-2.631576327","-0.763654858","-4.176945195","-4.350905557","-4.880201728","-6.30262723","-11.05743729","-9.146422907","-4.89631068","-5.016962329","-4.996791787","-6.124286733","-3.357464563","-2.189509392","-2.449922602","-2.608397012","-7.338874537","-6.658027001","-7.618149545","-5.493380525","-5.530081482","-5.156596297","-3.488011868","-1.033937605","0.827791883","0.139454476","2.219712974","-7.292231032","-2.500642024","0.111186281","0.21067273","-1.512789728","-1.340007674","-1.134793731","-1.041327148","-0.973561449","-1.034547105"
"IMF.FAD:FM(2.0.0)","HRV.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Croatia, Republic of","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","-2.047426058","0.635262971","-2.622798214","-3.115090726","-3.08884791","-4.555004262","-9.158649569","-7.233074547","-2.924660194","-3.649374514","-3.664100096","-4.727769853","-1.965682076","-0.940711863","-1.203936881","-1.187644887","-5.531618556","-4.660686515","-5.298202796","-2.810868932","-2.82955687","-2.253464371","-0.389641556","1.799957841","3.233587232","2.19669612","4.239819334","-5.497993","-1.104795494","1.324675707","1.461042684","-0.253369625","-0.000321","0.241534865","0.318092955","0.385858654","0.324872998"
"IMF.FAD:FM(2.0.0)","HRV.GGXWDN_G01_GDP_PT.A","OBS_VALUE","Croatia, Republic of","Net debt, Percent of GDP","Annual","Units","","","","","","","","","","","28.64116505","28.43451834","29.17260186","32.04826438","32.62661988","30.70021771","29.62733637","29.90963338","36.79703471","44.57954878","52.32371866","57.4832553","64.70833798","68.76513913","69.80059777","67.54363406","64.36706565","61.13100269","57.8957529","69.7403753","62.99782568","53.07306527","49.99170124","46.94319868","46.44307895","45.78046557","45.21252859","44.62129147","44.1341852"
"IMF.FAD:FM(2.0.0)","HRV.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Croatia, Republic of","Gross debt, Percent of GDP","Annual","Units","","","","","","","","","30.01723209","35.44536272","36.5961165","36.45275284","37.83413539","39.94145269","40.88696085","38.36565237","37.06443638","38.89070147","48.09435022","56.95823661","63.29753716","69.08626599","79.9607099","83.60182677","83.01197722","79.47196459","76.34022488","73.06665386","70.87983536","86.76962015","78.11792703","68.16233785","63.51706509","59.50504712","58.37336492","57.11545661","56.02032556","54.93072925","53.97191322"
"IMF.FAD:FM(2.0.0)","HRV.G_X_G01_GDP_PT.A","OBS_VALUE","Croatia, Republic of","Expenditure, Percent of GDP","Annual","Units","","","35.96870655","45.38271726","50.29615958","52.09343794","51.67377069","56.81964568","58.94583911","54.57467234","50.62679612","48.76033642","49.21270452","48.52472658","46.0089525","44.19928105","45.94043851","45.87275693","49.01898237","47.90551962","48.40359441","47.15530566","47.95847751","48.8014059","47.63466195","45.98355818","44.11538307","45.11525163","44.16587747","54.00688114","48.55381876","44.91116863","46.20919612","47.19495134","47.44214749","46.59990355","44.39190197","44.40747263","44.61776857"
"IMF.FAD:FM(2.0.0)","HTI.GGR_G01_GDP_PT.A","OBS_VALUE","Haiti","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","","5.60925252","5.365848224","4.889847852","4.557777448","4.841026977","5.589771348","6.033428468","7.91928143","8.762465239","9.595314207","9.409790467","9.555316386","11.14054292","12.6999481","13.72344885","11.8824585","10.9883861","11.27529103","10.66462985","9.920365606","10.13617356","7.593454586","7.908540937","6.964437228","6.571178705","6.664975168","12.95536829","6.964037328","7.630366493","8.090156446","8.598209652","8.933699885"
"IMF.FAD:FM(2.0.0)","HTI.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Haiti","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","0.210634407","-1.543847003","-1.356857804","-1.547886088","-1.80027984","-2.236055432","-1.343124892","-0.829425804","-0.908683503","-1.545154788","-1.799032972","-1.996162269","-1.497303467","-1.429715413","-2.711773287","-3.975551452","-3.640515524","-1.472256829","0.116525256","-0.315885032","-1.12648034","-1.994484563","-2.110994408","-2.346903126","-1.754297969","0.821271098","6.674055804","-0.904989129","-0.979247205","-1.400860113","-1.656605911","-1.76818705"
"IMF.FAD:FM(2.0.0)","HTI.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Haiti","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","0.58842899","-1.073082663","-0.967038158","-1.204416042","-1.531674749","-1.701195197","-0.926558028","-0.224901693","-0.426037438","-1.129077532","-1.414065523","-1.655873965","-1.206531357","-1.213905302","-2.51087216","-3.772906322","-3.40962714","-1.374803217","0.2940579","-0.176127592","-0.946654509","-1.721347233","-1.862441102","-1.992958009","-1.450104694","1.080723254","6.766291648","-0.849430062","-0.918628915","-1.330455227","-1.574573994","-1.674499569"
"IMF.FAD:FM(2.0.0)","HTI.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Haiti","Gross debt, Percent of GDP","Annual","Units","","","","","","","","24.01152891","24.14565649","32.45464451","28.75400053","31.95132765","37.79411934","30.44870734","29.70930581","32.16332395","24.43561175","33.9208361","19.41115003","24.9016349","22.29297426","24.05687265","25.11063396","21.35362314","23.88886201","24.38645763","22.51639854","24.11319975","26.53020969","22.32137357","28.86324424","28.90623277","25.91946076","14.91162592","14.41881584","14.22483439","14.53238533","14.99445994","15.49072308"
"IMF.FAD:FM(2.0.0)","HTI.G_X_G01_GDP_PT.A","OBS_VALUE","Haiti","Expenditure, Percent of GDP","Annual","Units","","","","","","","","5.398618112","6.909695227","6.246705655","6.105663536","6.641306817","7.82582678","7.37655336","8.748707234","9.671148742","11.140469","11.20882344","11.55147865","12.63784638","14.12966351","16.43522214","15.85800995","14.62890162","12.74754786","10.5481046","10.23625064","11.2626539","9.587939149","10.01953534","9.311340354","8.325476674","5.84370407","6.281312489","7.869026457","8.609613698","9.491016559","10.25481556","10.70188694"
"IMF.FAD:FM(2.0.0)","HUN.GGCBP_G01_PGDP_PT.A","OBS_VALUE","Hungary","Cyclically adjusted primary balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","0.214505571","-5.236634136","-3.410409127","-2.885092556","-4.570817435","-6.832291216","-1.975515577","-1.050181776","0.934014523","0.482598601","-0.976981498","3.138154353","2.739384603","1.196058763","1.131389811","1.29683783","-0.116391439","-0.645513076","-1.359006638","-4.034783143","-5.346820699","-4.888471452","-2.310272262","-0.792785238","-0.434722608","-0.241448218","-0.17538262","0.0352","-0.0463"
"IMF.FAD:FM(2.0.0)","HUN.GGCB_G01_PGDP_PT.A","OBS_VALUE","Hungary","Cyclically adjusted balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","-3.840941633","-8.884337599","-7.16556141","-6.928994688","-8.44376469","-10.60004502","-5.851790215","-4.811032452","-2.978364818","-3.258425667","-4.749453917","-1.040631022","-1.527213498","-2.62664907","-2.288998229","-1.773241985","-2.777048943","-3.016613049","-3.654589474","-6.211522107","-7.499095248","-7.253441301","-6.261447774","-4.57733148","-3.998206722","-2.976780182","-2.778131953","-2.628066127","-2.697310273"
"IMF.FAD:FM(2.0.0)","HUN.GGR_G01_GDP_PT.A","OBS_VALUE","Hungary","Revenue, General government, Percent of GDP","Annual","Units","","","","","","46.70759723","44.05045639","43.36980369","43.74448874","44.30562865","43.25295361","42.19710622","41.93856449","42.13112063","41.53983679","42.09786913","44.77820167","44.96249607","45.80926667","44.38606047","43.84920956","46.79147381","47.4643781","47.27098005","48.37570616","45.00076616","44.25864888","44.03905505","44.03783687","43.86108486","41.23743927","42.59499886","40.75671837","42.3182915","42.18756768","42.39311706","42.010807","42.71450235","42.64637739"
"IMF.FAD:FM(2.0.0)","HUN.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Hungary","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","-4.37641966","-5.550687301","-7.424332453","-5.276627908","-3.04138711","-3.999402287","-8.79771369","-7.183074803","-6.590602451","-7.778838879","-9.259770878","-5.083005146","-3.78258025","-4.74977052","-4.426912436","-5.211393486","-2.32436313","-2.597482932","-2.774841123","-2.003996658","-1.796852546","-2.459089944","-2.056559025","-2.046678216","-7.559812438","-7.156445269","-6.244478544","-6.662916523","-5.161372203","-4.252735091","-3.173081639","-2.877475448","-2.608038157","-2.575143108"
"IMF.FAD:FM(2.0.0)","HUN.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Hungary","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","3.079522278","1.61491008","-1.277687567","0.823996743","1.716527375","-0.0252","-5.232731319","-3.508152714","-2.662266489","-4.038204793","-5.662525763","-1.351361116","-0.183923314","-0.791918758","-0.684742089","-1.490318136","1.860188516","1.655245472","0.967091095","1.314796223","1.199848945","0.120499536","0.21101116","0.119527995","-5.374215745","-5.065286867","-3.977715448","-2.765797133","-1.417494719","-0.752699941","-0.491044268","-0.33102725","-0.00961","0.0056"
"IMF.FAD:FM(2.0.0)","HUN.GGXWDN_G01_GDP_PT.A","OBS_VALUE","Hungary","Net debt, Percent of GDP","Annual","Units","","","","","","","","","","","45.52395036","51.43779699","54.25222181","53.97638415","55.8700199","59.50429338","60.61208851","61.85775648","68.34813205","71.82942768","71.62996463","69.68516446","69.77742055","68.67369369","68.32560408","65.48525622","63.6400984","60.13210036","57.45871241","66.00514428","65.58817167","63.61163038","59.72000314","60.98141693","59.74884552","58.72146337","57.49466924","55.9794584","54.5549394"
"IMF.FAD:FM(2.0.0)","HUN.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Hungary","Gross debt, Percent of GDP","Annual","Units","","","","","","71.4351644","62.32936332","60.51840983","60.40328434","55.70541904","52.25335566","55.57937001","58.10990386","58.84743661","60.51833404","64.42680279","65.55028304","71.75693278","78.03218126","80.00651117","80.33827079","78.15470356","77.1984577","76.54194564","75.76048228","74.850435","72.11378545","69.07802182","65.33322739","79.25328724","76.66906641","73.90703491","73.40252205","74.66393584","73.43136443","72.40398228","71.17718815","69.66197731","68.23745831"
"IMF.FAD:FM(2.0.0)","HUN.G_X_G01_GDP_PT.A","OBS_VALUE","Hungary","Expenditure, Percent of GDP","Annual","Units","","","","","","51.08401689","49.60114369","50.79413614","49.02111665","47.34701576","47.2523559","50.99481991","49.12163929","48.72172308","49.31867567","51.35764001","49.86120682","48.74507632","50.55903719","48.81297291","49.06060305","49.11583694","50.06186103","50.04582117","50.37970282","46.7976187","46.71773883","46.09561407","46.08451509","51.4208973","48.39388454","48.8394774","47.4196349","47.4796637","46.44030277","45.5661987","44.88828245","45.32254051","45.2215205"
"IMF.FAD:FM(2.0.0)","IDN.GGCBP_G01_PGDP_PT.A","OBS_VALUE","Indonesia","Cyclically adjusted primary balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","","","","","2.763589063","2.742442969","0.894974084","1.38015221","-0.194556329","-0.148977227","0.233442973","-0.748762998","-1.345239218","-0.72118698","-1.428113502","-1.066297312","-0.592694815","0.0963","-0.32084948","-3.298804227","-1.824258033","-0.0296","0.470973102","-0.184060558","-0.626530296","-0.417514893","-0.313652662","-0.25199609","-0.234767749"
"IMF.FAD:FM(2.0.0)","IDN.GGCB_G01_PGDP_PT.A","OBS_VALUE","Indonesia","Cyclically adjusted balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","","","","","0.623641795","0.580807165","-0.963229929","-0.280750166","-1.764622059","-1.451262557","-0.974669472","-1.935032108","-2.547473321","-1.995525857","-2.785725483","-2.538253483","-2.179033908","-1.637009046","-2.057972845","-5.263496594","-3.79121025","-1.980413278","-1.632646046","-2.194624764","-2.689722997","-2.591404383","-2.53296123","-2.486010533","-2.434658303"
"IMF.FAD:FM(2.0.0)","IDN.GGR_G01_GDP_PT.A","OBS_VALUE","Indonesia","Revenue, General government, Percent of GDP","Annual","Units","14.16876413","13.87894199","13.50485099","13.52865746","12.54799053","12.47034873","14.21575291","13.18528026","14.18078515","13.43287302","17.74535035","16.3528193","17.09873377","17.57303121","17.85957809","18.86751619","17.78220354","19.4481143","15.38227768","15.6441066","17.01016378","17.24934557","16.86441738","16.56021658","14.87824028","14.35953029","14.17964706","14.92104244","14.26816725","12.35184105","13.71885159","15.17010758","14.986873","15.23701355","15.32833228","15.35847069","15.3946066","15.45688605","15.50684261"
"IMF.FAD:FM(2.0.0)","IDN.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Indonesia","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","0.00485","0.640948135","0.962360913","-1.033756429","-1.893491985","-0.959390205","-1.869997613","-1.763397994","-0.576078316","-1.077269176","-0.260194006","0.461782595","0.450943402","-0.952682535","0.0541","-1.644375355","-1.242440318","-0.703538423","-1.586458811","-2.21677129","-1.804539527","-2.723921553","-2.560963175","-2.263975689","-1.69005943","-2.090624146","-6.074859332","-4.404852088","-2.19121503","-1.649423927","-2.185704378","-2.670711495","-2.562791752","-2.494903452","-2.435749128","-2.371888432"
"IMF.FAD:FM(2.0.0)","IDN.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Indonesia","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","1.378761094","1.845491421","1.984925716","0.451296876","0.89262049","2.262785165","1.443545393","3.103264164","3.848235967","1.906611221","2.242237401","2.622587724","2.628437519","0.904527004","1.687213459","-0.0843","0.0452","0.487284647","-0.419798627","-1.032674247","-0.542053997","-1.370414295","-1.087287386","-0.670371733","0.0483","-0.350416157","-4.041051531","-2.381523977","-0.21889","0.456128764","-0.176054046","-0.608576172","-0.390159853","-0.27700516","-0.203576245","-0.174266899"
"IMF.FAD:FM(2.0.0)","IDN.GGXWDN_G01_GDP_PT.A","OBS_VALUE","Indonesia","Net debt, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","21.26386056","21.52508002","17.75815884","18.57093474","20.63812971","20.3774206","22.04346377","23.45128099","25.2851374","26.65828272","27.03532828","36.13006033","37.84994784","37.28965546","37.21982899","36.82895852","37.03651584","37.15285339","37.1928666","37.15010122","37.02909223"
"IMF.FAD:FM(2.0.0)","IDN.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Indonesia","Gross debt, Percent of GDP","Annual","Units","","","","","","","","","","","73.70211495","62.33938104","55.64269163","51.3281725","42.61172721","35.84773409","38.12093951","30.25203746","26.48312574","26.36312516","23.10601775","22.95466378","24.88437728","24.68163127","27.01330396","27.95546088","29.39553714","30.42272335","30.56345469","39.74712557","41.14030739","40.14136874","39.89351312","39.31269125","39.34111403","39.29234743","39.17940173","38.99444814","38.74141757"
