"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.Name","INDICATOR.Name","FREQUENCY.Name","SCALE.Name","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029"
"IMF.FAD:FM(2.0.0)","CAN.GGCB_G01_PGDP_PT.A","OBS_VALUE","Canada","Cyclically adjusted balance, Percent of potential GDP","Annual","Units","-7.607373502","-8.066112938","-8.053531054","-7.079741137","-5.582783398","-2.438378096","0.314835747","0.346139754","1.292155448","1.699292954","0.259168339","-0.431054437","0.100947669","0.790322937","1.218418334","1.238473436","1.102426243","-0.313214062","-2.50319713","-3.996125095","-3.163719028","-2.359904973","-1.511057618","-0.215258985","-0.00304","-0.0667","-0.263386779","0.134717418","-0.162536218","-9.254487478","-2.273292327","-0.204175125","-0.579548359","-0.892617564","-0.852948493","-0.743216604","-0.67626552","-0.617757201","-0.450295053"
"IMF.FAD:FM(2.0.0)","CAN.GGR_G01_GDP_PT.A","OBS_VALUE","Canada","Revenue, General government, Percent of GDP","Annual","Units","43.07817485","43.30782422","42.54260498","42.07636129","42.24496495","42.81093793","43.50200568","43.54876094","43.4289388","43.19731735","41.63163813","40.15995724","40.14873118","39.90234561","40.07372027","40.48839907","40.33870394","38.95980848","39.53939773","38.32638675","38.26651026","38.40168651","38.46603517","38.54537926","39.95657244","40.30006887","40.34296269","41.0222416","40.57235528","41.41327712","42.51905846","41.14298247","41.84736857","41.06892576","41.07733785","41.11668249","41.11208348","41.07000645","41.13942052"
"IMF.FAD:FM(2.0.0)","CAN.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Canada","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","-8.359398267","-9.199149263","-8.934764945","-6.935977535","-5.489640113","-3.05256596","0.0387","0.142682776","1.655576247","2.639703961","0.529468967","-0.233895789","-0.126957865","0.767669538","1.553120098","1.827604363","1.819655807","0.184425129","-3.881351769","-4.737558582","-3.308732553","-2.524517007","-1.494705998","0.17489616","-0.061845591","-0.453164226","-0.112442955","0.359891308","-0.0173","-10.9490675","-2.919007136","0.108591759","-0.594685903","-1.13313629","-0.901044502","-0.734808507","-0.662575917","-0.592386761","-0.412887058"
"IMF.FAD:FM(2.0.0)","CAN.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Canada","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","-3.166408511","-3.97349242","-3.72605373","-1.866858929","0.0847","2.140645753","4.71989997","4.797841259","5.760536229","5.658587921","3.380126391","2.255854515","1.644634337","2.258463718","2.532446064","2.410590911","2.367999209","0.465528614","-2.776048886","-3.90018775","-2.700862371","-1.821529213","-0.993561825","0.450699735","0.588261596","0.130730893","0.0894","0.462455411","0.103606429","-10.45477042","-3.552945168","-0.253617741","-0.0915","-0.515127012","-0.483806725","-0.291174414","-0.162766528","-0.0786","0.037298719"
"IMF.FAD:FM(2.0.0)","CAN.GGXWDN_G01_GDP_PT.A","OBS_VALUE","Canada","Net debt, Percent of GDP","Annual","Units","50.30287572","56.71820454","62.09585335","66.1558742","66.68253928","65.87829744","61.52354216","57.46373391","50.50851897","42.01122713","40.28935566","38.94398397","35.43232221","34.61909621","29.31478134","24.97942007","22.10741091","22.73305247","26.7497553","28.22511716","28.85168114","28.53637887","26.68265478","21.69148498","18.53528942","18.01035282","12.6838176","11.73341385","8.686255788","16.09482794","14.26990258","15.58154886","12.78086621","13.27774445","13.40080878","13.33839132","13.12998956","13.05841358","12.90567403"
"IMF.FAD:FM(2.0.0)","CAN.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Canada","Gross debt, Percent of GDP","Annual","Units","81.65817152","88.22998847","94.73024763","97.48046648","100.084173","100.2438843","95.27249191","93.29018827","88.96566914","80.4366085","81.46203332","79.60406938","75.91179736","71.88939989","70.64040968","69.91983183","67.18135265","70.35535029","81.80412312","83.97621197","84.28629648","87.15094836","87.60507968","85.54051385","92.0288519","92.39682356","90.9422458","90.77611907","90.21016501","118.2003641","113.4832902","107.3679953","107.1293425","104.7225399","102.1139401","100.226409","98.62192445","97.09502547","95.36076216"
"IMF.FAD:FM(2.0.0)","CAN.G_X_G01_GDP_PT.A","OBS_VALUE","Canada","Expenditure, Percent of GDP","Annual","Units","51.43757312","52.50697348","51.47736993","49.01233882","47.73460507","45.86350389","43.46330351","43.40607816","41.77336256","40.55761339","41.10216916","40.39385303","40.27568904","39.13467607","38.52060017","38.66079471","38.51904814","38.77538335","43.4207495","43.06394534","41.57524282","40.92620352","39.96074117","38.3704831","40.01841803","40.7532331","40.45540565","40.6623503","40.58964463","52.36234461","45.4380656","41.03439071","42.44205447","42.20206205","41.97838235","41.851491","41.7746594","41.66239321","41.55230758"
"IMF.FAD:FM(2.0.0)","CHE.GGCBP_G01_PGDP_PT.A","OBS_VALUE","Switzerland","Cyclically adjusted primary balance, Percent of potential GDP","Annual","Units","-1.663258327","-2.355976579","-2.288712834","-1.827378224","-0.954531617","-0.873521803","-1.272408748","-0.440175439","-0.385723457","0.712987206","0.60723148","-0.7513619","0.093","-0.084","0.541247859","1.533279445","1.657643465","1.77204422","1.543237194","0.89290617","1.050750432","0.715787907","-0.10081466","-0.00466","0.765804735","0.406142611","1.27467767","1.146293217","1.260741268","-2.283691669","-0.0151","1.146179041","0.616808688","0.69713565","0.336709427","0.299931664","0.280912532","0.257368329","0.247100741"
"IMF.FAD:FM(2.0.0)","CHE.GGCB_G01_PGDP_PT.A","OBS_VALUE","Switzerland","Cyclically adjusted balance, Percent of potential GDP","Annual","Units","-2.177328349","-3.033065729","-2.961953866","-2.618204589","-1.745555229","-1.635210046","-2.106251164","-1.371745876","-1.468932371","-0.284640643","-0.3013448","-1.69721976","-0.768166591","-0.92723641","-0.30339737","0.736127669","1.085176098","1.243957051","1.052042011","0.417440774","0.654735662","0.345751773","-0.35937293","-0.243377904","0.533162015","0.2291277","1.131479476","1.057048126","1.208465355","-2.346916691","-0.152448011","1.040986607","0.507362768","0.602806119","0.253363861","0.228151121","0.21894133","0.206438002","0.205353854"
"IMF.FAD:FM(2.0.0)","CHE.GGR_G01_GDP_PT.A","OBS_VALUE","Switzerland","Revenue, General government, Percent of GDP","Annual","Units","27.61915055","28.32646053","29.31025432","29.90263789","30.58874541","30.95675433","30.60182269","31.37606084","31.6750507","32.51429585","31.80497961","32.34393603","31.86996991","31.66768687","31.74842971","31.3753931","31.02962469","31.9020191","32.25700463","31.80202116","32.13111921","31.89244958","32.11401777","31.92573956","33.0192821","32.6832883","33.57424685","33.03418548","33.30888875","33.99453066","34.22937429","33.14092021","32.53553313","32.53553313","32.37285546","32.37285546","32.37285546","32.37285546","32.37285546"
"IMF.FAD:FM(2.0.0)","CHE.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Switzerland","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","-1.846826717","-2.960800333","-3.14507495","-2.592937988","-1.858181778","-2.014470151","-2.333556164","-1.30649027","-1.572588151","0.281935892","0.207492583","-1.745768813","-1.358818481","-1.393151476","-0.646146965","0.846306188","1.575614382","1.93483652","0.498011255","0.354321876","0.683561455","0.235242082","-0.432455687","-0.247050632","0.545687204","0.238311579","1.130089029","1.290087828","1.341147232","-3.015260076","-0.290275594","1.205513755","0.533225099","0.504287255","0.229349531","0.218874442","0.218874442","0.218874442","0.218874442"
"IMF.FAD:FM(2.0.0)","CHE.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Switzerland","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","-1.370532978","-2.312073596","-2.484444282","-1.81967158","-1.070680346","-1.244833585","-1.488534471","-0.37254645","-0.477283873","1.270391412","1.1101673","-0.779045961","-0.465339894","-0.517949251","0.226426461","1.645237","2.130320092","2.44799553","0.991557171","0.827788491","1.078716593","0.603963904","-0.175198913","-0.00933","0.778045253","0.414821195","1.274573125","1.379262765","1.393886987","-2.948894653","-0.15215781","1.310587207","0.644760328","0.60066787","0.314688606","0.292183244","0.282371237","0.27091354","0.261673416"
"IMF.FAD:FM(2.0.0)","CHE.GGXWDN_G01_GDP_PT.A","OBS_VALUE","Switzerland","Net debt, Percent of GDP","Annual","Units","14.19304766","17.73632274","20.45694351","22.95539415","24.859711","26.89597812","28.75371681","29.81386352","33.78755621","33.92302645","34.74185217","38.64328217","38.73428621","44.56716602","41.61422491","36.42217084","29.37733951","24.85302332","23.32980279","21.88305303","22.09044864","21.62451253","20.69383667","20.76824862","20.9561758","21.62412201","20.77032574","18.74274537","17.25178525","20.4100447","20.62515389","17.1710872","17.84652555","16.26244012","15.108287","13.85078345","12.82515135","11.62749817","10.66164407"
"IMF.FAD:FM(2.0.0)","CHE.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Switzerland","Gross debt, Percent of GDP","Annual","Units","35.09240697","39.48721813","44.37240219","47.07891892","50.00888152","51.35288116","53.6849275","55.95035598","52.69681422","52.2375491","51.09279876","57.71212874","56.87182222","57.81769194","54.90781559","48.48192018","44.77242612","44.81948926","43.10184577","41.46872062","41.89040582","42.57900431","41.96733293","42.06600085","42.15449111","40.94317131","41.75972772","39.79038631","39.63925552","43.2152787","41.09426809","37.64020141","38.31563975","36.73155433","35.5774012","34.31989765","33.29426555","32.09661237","31.13075827"
"IMF.FAD:FM(2.0.0)","CHE.G_X_G01_GDP_PT.A","OBS_VALUE","Switzerland","Expenditure, Percent of GDP","Annual","Units","29.46597727","31.28726086","32.45532927","32.49557588","32.44692718","32.97122449","32.93537885","32.68255111","33.24763885","32.23235995","31.59748703","34.08970484","33.22878839","33.06083835","32.39457667","30.52908691","29.45401031","29.96718258","31.75899337","31.44769928","31.44755775","31.6572075","32.54647346","32.1727902","32.4735949","32.44497672","32.44415782","31.74409765","31.96774152","37.00979073","34.51964988","31.93540646","32.00230803","32.03124588","32.14350593","32.15398102","32.15398102","32.15398102","32.15398102"
"IMF.FAD:FM(2.0.0)","CHL.GGCBP_G01_PGDP_PT.A","OBS_VALUE","Chile","Cyclically adjusted primary balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","","0.816375621","1.346498248","1.562634504","1.567054288","1.555454229","0.870343459","-1.366143466","-3.101653436","-1.877862074","-0.91688371","-0.265551188","-0.448907723","-0.36292584","0.698585606","-0.690297043","-1.662261556","-1.157758099","-1.357428333","-1.086915625","-11.08191211","-0.797902455","-3.298715353","-1.689870575","-1.065759636","0.0487","0.114273593","0.389340591","0.39276076"
"IMF.FAD:FM(2.0.0)","CHL.GGCB_G01_PGDP_PT.A","OBS_VALUE","Chile","Cyclically adjusted balance, Percent of potential GDP","Annual","Units","","","","","","","","","","","","0.322452227","0.817782735","1.059333089","1.120445616","1.379535882","1.060740503","-1.000916401","-2.904932178","-1.928195912","-1.015007802","-0.377953966","-0.532071332","-0.50865061","0.478498387","-0.976160962","-2.022834173","-1.532803468","-1.707281052","-1.577437685","-11.71853056","-1.286172958","-3.634037515","-2.564313516","-1.964080528","-0.820796303","-0.772585263","-0.537697538","-0.54231555"
"IMF.FAD:FM(2.0.0)","CHL.GGR_G01_GDP_PT.A","OBS_VALUE","Chile","Revenue, General government, Percent of GDP","Annual","Units","22.70265842","22.88812774","22.53854838","22.01816725","22.50528788","22.70569496","22.62066895","22.29554652","21.67459471","22.17717055","22.6866391","22.03086058","21.80279935","22.86648661","24.81712434","26.23924343","27.26148307","25.72156745","20.71672406","23.10375484","24.31288014","23.77178989","22.64292828","22.35624163","22.93943628","22.70603662","22.86508948","24.13343991","23.76675425","21.99331346","26.07443527","28.00040428","24.70825095","25.80156672","25.97976636","25.98055981","25.99468599","26.01372461","26.0152606"
"IMF.FAD:FM(2.0.0)","CHL.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Chile","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","1.535322927","2.093700174","1.409528086","1.434757198","3.094519894","2.070818167","2.039141752","0.390147555","-2.017836718","-0.692843284","-0.494623825","-1.170689969","-0.415501044","2.050663764","4.568037245","7.509081047","7.954877552","3.930457667","-4.258969062","-0.362720107","1.426790725","0.682343278","-0.470273938","-1.496369809","-2.088512587","-2.660616375","-2.627531098","-1.482222522","-2.730508398","-7.094407417","-7.520341739","1.354894241","-2.150045347","-1.87011072","-1.168494976","-0.252874832","-0.0568","0.0355","0.0334"
"IMF.FAD:FM(2.0.0)","CHL.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Chile","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","3.770887028","3.858990835","2.945485155","2.792882125","4.050119993","2.8141318","2.689410456","0.897216436","-1.47713117","-0.055","-0.0374","-0.677918721","0.112419642","2.548627368","5.006477484","7.681128931","7.769582264","3.572790653","-4.458595078","-0.312418322","1.523722478","0.791910247","-0.389328117","-1.352395136","-1.871309254","-2.377355379","-2.267493103","-1.11191945","-2.380048618","-6.574012094","-6.898542357","1.832926258","-1.81483871","-0.993250074","-0.269741854","0.616480788","0.829503337","0.962018387","0.967797756"
"IMF.FAD:FM(2.0.0)","CHL.GGXWDN_G01_GDP_PT.A","OBS_VALUE","Chile","Net debt, Percent of GDP","Annual","Units","","14.72125781","13.34535216","8.018658374","3.880682485","1.441178163","-0.431178407","-0.275236852","1.627722222","3.070978059","5.571941007","7.580689327","6.489690685","3.990993428","-0.0539","-6.666478285","-13.00553902","-19.26494888","-10.58255383","-7.040119553","-8.596502482","-6.770777026","-5.646367492","-4.368878706","-3.459618033","0.944911688","4.421539865","5.73978114","7.993357784","13.3073259","20.21649879","19.53296323","22.77128278","23.89279676","24.52804995","24.22261498","23.68606664","23.07007841","22.44255457"
"IMF.FAD:FM(2.0.0)","CHL.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Chile","Gross debt, Percent of GDP","Annual","Units","","30.29065919","27.96941162","22.56858692","17.21462519","14.58447562","12.77982284","12.11529662","13.2770075","13.14563998","14.34808447","15.04533003","12.57301756","10.31406492","7.039620478","5.022397668","3.901260294","4.915989057","5.844926448","8.607327483","11.1268896","11.93907292","12.78406359","15.01974794","17.37465983","21.1005049","23.65163895","25.798028","28.32964162","32.38010129","36.42597028","37.79566452","39.4124232","40.50947996","40.82032962","41.29501068","41.63468703","41.70378914","41.52093614"
"IMF.FAD:FM(2.0.0)","CHL.G_X_G01_GDP_PT.A","OBS_VALUE","Chile","Expenditure, Percent of GDP","Annual","Units","21.16733549","20.79442756","21.1290203","20.58341005","19.41076799","20.6348768","20.5815272","21.90539897","23.69243143","22.87001383","23.18126293","23.20155055","22.21830039","20.81582285","20.24908709","18.73016238","19.30660551","21.79110978","24.97569313","23.46647494","22.88608942","23.08944662","23.11320222","23.85261144","25.02794887","25.366653","25.49262058","25.61566243","26.49726265","29.08772087","33.59477701","26.64551004","26.8582963","27.67167744","27.14826134","26.23343464","26.05150574","25.97821471","25.98182354"
"IMF.FAD:FM(2.0.0)","CHN.GGCBP_G01_PGDP_PT.A","OBS_VALUE","China, People's Republic of","Cyclically adjusted primary balance, Percent of potential GDP","Annual","Units","0.324393269","0.496945549","0.27595276","0.349200734","-0.72889537","-0.422734819","-0.117635959","-0.0913","-1.263605663","-1.517771165","-0.964452178","-1.286717449","-0.710534138","-0.0478","-0.112757311","-0.221978565","0.261752184","0.0848","-1.030724084","-0.420499539","-0.00537","0.134427085","-0.405405379","-0.154434192","-1.73654158","-2.45852016","-2.455482122","-3.312793182","-4.916704905","-7.521320279","-4.668943576","-5.6521397","-5.633854518","-6.068602117","-6.249622559","-6.306099658","-6.107574008","-5.902540597","-5.760083928"
"IMF.FAD:FM(2.0.0)","CHN.GGCB_G01_PGDP_PT.A","OBS_VALUE","China, People's Republic of","Cyclically adjusted balance, Percent of potential GDP","Annual","Units","-0.000000002","-0.00000000214","-0.00000000199","-0.00000000264","-1.2540523","-0.981639989","-0.871136461","-0.941913056","-1.908587129","-2.244974274","-1.661357461","-1.836434793","-1.426031313","-0.524580649","-0.552134727","-0.675314689","-0.141544404","-0.323126085","-1.454244938","-0.881302819","-0.505231243","-0.35547582","-0.919389427","-0.709692426","-2.244413474","-3.133382362","-3.207660799","-4.117107817","-5.760354231","-8.443619817","-5.567823661","-6.569814704","-6.565143037","-7.160939613","-7.532808781","-7.789067195","-7.806061971","-7.83095438","-7.862822027"
"IMF.FAD:FM(2.0.0)","CHN.GGR_G01_GDP_PT.A","OBS_VALUE","China, People's Republic of","Revenue, General government, Percent of GDP","Annual","Units","15.5992275","13.52457017","12.63441632","10.77889914","10.22467272","10.3548177","10.89346971","11.6474314","12.70222112","13.42221366","14.84399333","15.58077737","15.83359165","16.35918998","16.86545043","17.19518511","18.20994015","22.50043852","23.90366434","24.73238561","27.02097204","27.85701361","27.72828268","28.20704977","29.00864444","28.92428514","29.23169174","28.99344925","28.050729","25.68461643","26.64114605","25.97412089","26.78403587","26.19623416","26.33843951","26.54014075","26.73107741","26.88202434","26.96801126"
"IMF.FAD:FM(2.0.0)","CHN.GGXCNL_G01_GDP_PT.A","OBS_VALUE","China, People's Republic of","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","-1.043601088","-1.224926783","-0.895421286","-1.690205129","-0.95252502","-0.740213912","-0.733380182","-1.087653407","-2.322645498","-2.845991505","-2.595871648","-2.883545467","-2.394297322","-1.511828484","-1.401483761","-1.143696889","0.0589","-0.0248","-1.750808613","-0.361978602","-0.0981","-0.301715139","-0.836155369","-0.68302475","-2.543527959","-3.391911938","-3.40347178","-4.283492526","-6.101880324","-9.718118266","-6.045042007","-7.507294331","-7.071484832","-7.367340693","-7.615847873","-7.807263374","-7.79863458","-7.831567357","-7.871565444"
"IMF.FAD:FM(2.0.0)","CHN.GGXONLB_G01_GDP_PT.A","OBS_VALUE","China, People's Republic of","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","-0.689009813","-0.701720027","-0.622765421","-1.345237375","-0.439833571","-0.192280055","0.0119","-0.227894424","-1.66154413","-2.113619164","-1.872090591","-2.324270296","-1.69149519","-1.041420283","-0.96717668","-0.699525205","0.44818213","0.385544978","-1.321848787","0.0895","0.394369561","0.187254225","-0.32366467","-0.128278587","-2.030795362","-2.7116073","-2.64675279","-3.475136109","-5.249709288","-8.761376007","-5.132843829","-6.563184244","-6.126056526","-6.268244242","-6.329515778","-6.323509791","-6.100511886","-5.903119521","-5.768299505"
"IMF.FAD:FM(2.0.0)","CHN.G_XWDG_G01_GDP_PT.A","OBS_VALUE","China, People's Republic of","Gross debt, Percent of GDP","Annual","Units","","","","","","21.42541234","20.60499338","20.66444073","21.86295593","22.98670716","24.57461999","25.91554619","26.80032058","26.39322588","26.31166052","25.56791961","29.16434045","27.15879761","34.56702283","33.92428554","33.7716055","34.39306235","37.0352853","39.96924113","41.48882375","50.70090143","54.95062048","56.65926946","60.40360647","70.13746813","71.83598094","77.0877078","83.64368974","88.58107881","92.99422704","97.47959858","101.7664572","106.0144689","110.0730815"
"IMF.FAD:FM(2.0.0)","CHN.G_X_G01_GDP_PT.A","OBS_VALUE","China, People's Republic of","Expenditure, Percent of GDP","Annual","Units","16.64282859","14.74949696","13.52983761","12.46910427","11.17719774","11.09503161","11.62684989","12.73508481","15.02486662","16.26820517","17.43986498","18.46432283","18.22788897","17.87101847","18.26693419","18.338882","18.15100102","22.52521203","25.65447295","25.09436421","27.11906978","28.15872875","28.56443805","28.89007452","31.5521724","32.31619708","32.63516352","33.27694177","34.15260933","35.4027347","32.68618805","33.48141522","33.8555207","33.56357486","33.95428738","34.34740413","34.52971199","34.7135917","34.8395767"
"IMF.FAD:FM(2.0.0)","CIV.GGR_G01_GDP_PT.A","OBS_VALUE","Côte d'Ivoire","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","","13.86802079","12.39999051","12.04681182","12.13820507","12.46060307","11.41351461","12.47023781","12.57144892","13.42694791","14.45378332","14.3795318","13.38398474","13.12846972","10.30784838","13.86528206","14.23629798","13.64537989","14.46045623","14.60218865","14.83497433","14.65591171","14.97805807","14.95062011","15.69389395","15.00403733","16.02235553","16.45160918","16.96618251","17.53925309","17.99578797","18.15546388","18.53911618"
"IMF.FAD:FM(2.0.0)","CIV.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Côte d'Ivoire","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","-0.696892189","-1.267969102","-0.830553058","0.699229742","-0.637283748","-1.261215599","-1.037869828","-1.025127001","-1.034348591","-0.388505064","-0.209869061","-1.001842502","-1.336893709","-2.889151121","-2.276488361","-1.620933143","-1.568167655","-2.042140374","-2.978643552","-3.27411453","-2.904716592","-2.219603975","-5.418894116","-4.760604179","-6.551721363","-5.17011769","-3.99249989","-2.962753144","-2.980971592","-2.982304567","-2.99868409","-2.467000801"
"IMF.FAD:FM(2.0.0)","CIV.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Côte d'Ivoire","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","2.086731424","1.566824772","2.090604443","2.989141014","1.421833843","0.154646378","0.462704729","0.399797764","0.225311887","0.844679459","1.044810477","0.0618","-0.195465457","-1.579450537","-1.044328627","-0.614960685","-0.683184479","-0.943783404","-1.723236475","-2.029645043","-1.569060033","-0.746981428","-3.58907793","-2.817115066","-4.387958518","-2.58814429","-1.727712219","-0.596525929","-0.734797879","-0.767550263","-0.808492239","-0.284720605"
"IMF.FAD:FM(2.0.0)","CIV.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Côte d'Ivoire","Gross debt, Percent of GDP","Annual","Units","","","","","","","","75.1599675","78.01786324","73.98653865","71.17153572","62.9815481","56.38079237","56.71758125","58.16390074","57.47057218","53.53253768","51.23984571","46.47552306","45.61178123","50.02843393","24.6928079","24.62365879","26.70996084","29.17196455","31.11786381","32.59528749","35.31655222","37.21559827","46.3154899","50.16520066","55.28008928","57.06919872","57.66302082","56.93508779","56.19234981","55.51209877","54.97060948","53.83173578"
"IMF.FAD:FM(2.0.0)","CIV.G_X_G01_GDP_PT.A","OBS_VALUE","Côte d'Ivoire","Expenditure, Percent of GDP","Annual","Units","","","","","","","","14.56491298","13.66795961","12.87736487","11.43897533","13.09788682","12.67473021","13.50810764","13.59657592","14.4612965","14.84228838","14.58940086","14.38582725","14.46536343","13.1969995","16.14177042","15.85723113","15.21354755","16.5025966","17.5808322","18.10908886","17.56062831","17.19766204","20.36951422","20.45449813","21.55575869","21.19247322","20.44410907","19.92893566","20.52022468","20.97809254","21.15414797","21.00611698"
"IMF.FAD:FM(2.0.0)","CMR.GGR_G01_GDP_PT.A","OBS_VALUE","Cameroon","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","","","","","15.46313222","15.36885574","13.72400559","12.95275704","15.45610293","40.71795829","17.3361207","17.91195153","14.66067947","14.25394637","15.58843231","15.75627759","15.65327403","15.97479865","15.82315007","14.30324904","14.50270301","15.54457691","15.42133732","13.39206655","13.95639417","15.94562289","15.97492799","15.96655868","15.53160902","15.62445688","15.74202589","15.76905508","15.55774276"
"IMF.FAD:FM(2.0.0)","CMR.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Cameroon","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","","","","0.861348195","1.506626734","0.560200735","-0.455788725","3.029455591","28.21389827","3.873770577","2.000034814","-0.0407","-0.932373992","-2.258001678","-1.395956958","-3.554624394","-4.087364833","-4.24571325","-5.881134409","-4.72473822","-2.407988286","-3.243734199","-3.188162803","-2.983951269","-1.11006838","-0.65344783","-0.37876621","-0.442423363","-0.786779414","-0.853627074","-0.860216908","-1.294962345"
"IMF.FAD:FM(2.0.0)","CMR.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Cameroon","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","","","","","3.444146256","3.833068952","2.510056915","1.194587464","4.284450771","29.01164179","4.313835043","2.300877278","0.207246882","-0.693059708","-1.949406624","-1.063101204","-3.206731039","-3.702406991","-3.878640017","-5.158672532","-3.894538703","-1.51345415","-2.247324311","-2.347126168","-2.023611132","-0.349621065","0.433927557","0.622169139","0.600033052","0.226994523","0.167094831","0.166841167","-0.25502126"
"IMF.FAD:FM(2.0.0)","CMR.GGXWDN_G01_GDP_PT.A","OBS_VALUE","Cameroon","Net debt, Percent of GDP","Annual","Units","","","","","","","","","65.46440944","72.65638002","59.54780443","54.19113242","49.44793546","50.38801876","42.36505834","15.68007645","10.34448362","7.344206317","7.584610973","9.975325663","12.04305892","12.68597608","15.28575482","19.11691948","27.55780665","30.50311784","33.28018615","35.90385341","39.46474491","43.02700279","45.40040768","43.71942513","40.02237861","36.83166784","33.59486345","31.14661048","29.17713035","27.5416291","26.43290384"
"IMF.FAD:FM(2.0.0)","CMR.G_XWDG_G01_GDP_PT.A","OBS_VALUE","Cameroon","Gross debt, Percent of GDP","Annual","Units","","","","","","","","","68.3700938","75.88128511","62.18178477","56.60005653","51.52063823","51.72841931","43.84327309","18.35376721","13.80440317","11.15302222","11.25564925","13.98914395","15.04699642","14.87413024","17.47150514","20.70718777","31.62002983","32.1081961","36.53865759","38.33534039","41.5973713","44.85753845","46.78388075","45.3248556","41.90678418","39.23135965","36.51639332","34.6103079","32.94982679","31.59261054","30.67103044"
"IMF.FAD:FM(2.0.0)","CMR.G_X_G01_GDP_PT.A","OBS_VALUE","Cameroon","Expenditure, Percent of GDP","Annual","Units","","","","","","","","","","","14.60178402","13.86222901","13.16380485","13.40854576","12.42664734","12.50406002","13.46235013","15.91191671","14.70138694","15.18632036","17.84643399","17.15223455","19.20789842","20.06216348","20.06886332","20.18438345","19.22744123","17.9525652","18.66507152","16.58022935","16.94034543","17.05569127","16.62837582","16.34532489","15.97403239","16.41123629","16.59565296","16.62927198","16.85270511"
"IMF.FAD:FM(2.0.0)","COD.GGR_G01_GDP_PT.A","OBS_VALUE","Congo, Democratic Republic of the","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","1.456343585","1.236286004","0.79912925","0.636877257","2.985437405","4.892108432","4.944074002","7.017374525","8.886480031","9.439214071","9.191204105","9.654504967","13.30037968","14.38570375","12.72756201","15.11321501","13.69705218","17.29559163","15.88734648","13.45097848","11.08976899","10.94456694","10.95993749","9.357603446","12.03178519","16.94672111","15.12727826","14.60461387","14.35508803","14.61279805","14.74924377","14.92711768","14.79029533"
"IMF.FAD:FM(2.0.0)","COD.GGXCNL_G01_GDP_PT.A","OBS_VALUE","Congo, Democratic Republic of the","Net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","-1.055730252","-1.548478036","-1.348249248","-1.85254483","-1.272856613","0.718662483","-4.24187437","-1.093347385","0.606689921","0.985422107","0.410147019","-0.412201729","0.91763867","-0.965685334","-0.9641646","1.708405641","1.75562992","4.3601204","0.656734673","-0.475882309","0.729808569","-0.784208638","-2.363207537","-3.198750879","-1.751252251","-0.52175091","-2.24371934","-1.570597841","-1.179273137","-0.868655496","-0.773060413","-0.737915391","-0.93575613"
"IMF.FAD:FM(2.0.0)","COD.GGXONLB_G01_GDP_PT.A","OBS_VALUE","Congo, Democratic Republic of the","Primary net lending (+) / net borrowing (-), Percent of GDP","Annual","Units","","","","","","","-0.465831811","-0.638964572","-0.862541411","-1.377260562","-0.397566987","1.22549195","-1.202262845","-0.939494598","1.028189846","1.39499641","0.794726823","-0.0763","1.237235161","-0.688285029","-0.267187508","2.280224815","2.239047815","4.691766959","0.960596147","-0.216889091","0.978937568","-0.388378716","-2.162733535","-2.9727065","-1.375801042","-0.163618027","-1.911530211","-1.218617816","-0.864445414","-0.538038334","-0.434687823","-0.393131298","-0.572522296"
